index,Notice Type,Posted Date/Time,Notice Effective Date/Time,Notice End Date/Time,Notice Identifier,Subject,Response Date/Time,unit
23,Capacity Constraint,10/09/2022 03:29:10 PM,10/10/2022 09:00:00 AM,10/11/2022 09:00:00 AM,126001,SGSC Storage Conditions for 10/10/2022,,SG
24,Capacity Constraint,10/08/2022 03:10:50 PM,10/09/2022 09:00:00 AM,10/10/2022 09:00:00 AM,125972,SGSC Storage Conditions for 10/9/2022,,SG
25,Capacity Constraint,10/07/2022 03:38:00 PM,10/08/2022 09:00:00 AM,10/09/2022 09:00:00 AM,125939,SGSC Storage Conditions for 10/8/2022,,SG
26,Capacity Constraint,10/06/2022 03:11:13 PM,10/07/2022 09:00:00 AM,10/08/2022 09:00:00 AM,125905,SGSC Storage Conditions for 10/7/2022,,SG
27,Computer System Status,10/06/2022 02:28:06 PM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,125882,LINK System Maintenance the weekend of October 14th,,SG
28,Capacity Constraint,10/05/2022 02:21:15 PM,10/06/2022 09:00:00 AM,10/07/2022 09:00:00 AM,125832,SGSC Storage Conditions for 10/6/2022,,SG
29,Capacity Constraint,10/04/2022 03:10:45 PM,10/05/2022 09:00:00 AM,10/06/2022 09:00:00 AM,125809,SGSC Storage Conditions for 10/5/2022,,SG
30,Computer System Status,10/04/2022 07:49:45 AM,10/05/2022 05:00:00 AM,10/05/2022 10:00:00 AM,125781,"Reminder - Application Maintenance on Wednesday October 5, 2022",,SG
31,Capacity Constraint,10/03/2022 02:09:45 PM,10/04/2022 09:00:00 AM,10/05/2022 09:00:00 AM,125739,SGSC Storage Conditions for 10/4/2022,,SG
32,Capacity Constraint,10/02/2022 03:15:42 PM,10/03/2022 09:00:00 AM,10/04/2022 09:00:00 AM,125716,SGSC Storage Conditions for 10/3/2022,,SG
33,Capacity Constraint,10/01/2022 03:17:34 PM,10/02/2022 09:00:00 AM,10/03/2022 09:00:00 AM,125687,SGSC Storage Conditions for 10/2/2022,,SG
34,Capacity Constraint,09/30/2022 03:37:33 PM,10/01/2022 09:00:00 AM,10/02/2022 09:00:00 AM,125652,SGSC Storage Conditions for 10/1/2022,,SG
35,Capacity Constraint,09/29/2022 03:02:00 PM,09/30/2022 09:00:00 AM,10/01/2022 09:00:00 AM,125606,SGSC Storage Conditions for 9/30/2022,,SG
36,Capacity Constraint,09/28/2022 02:15:53 PM,09/29/2022 09:00:00 AM,09/30/2022 09:00:00 AM,125562,SGSC Storage Conditions for 9/29/2022,,SG
37,Capacity Constraint,09/27/2022 02:27:07 PM,09/28/2022 09:00:00 AM,09/29/2022 09:00:00 AM,125526,SGSC Storage Conditions for 9/28/2022,,SG
38,Computer System Status,09/27/2022 01:36:32 PM,09/27/2022 01:36:32 PM,12/26/2022 01:36:32 PM,125509,"LINK Application Maintenance Postponed until October 5, 2022",,SG
39,Computer System Status,09/26/2022 03:38:32 PM,09/26/2022 03:38:32 PM,12/25/2022 03:38:32 PM,125481,"Reminder about Application Maintenance on Wednesday September 28, 2022",,SG
40,Capacity Constraint,09/26/2022 02:19:09 PM,09/27/2022 09:00:00 AM,09/28/2022 09:00:00 AM,125443,SGSC Storage Conditions for 9/27/2022,,SG
41,Capacity Constraint,09/25/2022 02:36:42 PM,09/26/2022 09:00:00 AM,09/27/2022 09:00:00 AM,125416,SGSC Storage Conditions for 9/26/2022,,SG
42,Capacity Constraint,09/24/2022 02:43:00 PM,09/25/2022 09:00:00 AM,09/26/2022 09:00:00 AM,125389,SGSC Storage Conditions for 9/25/2022,,SG
43,Capacity Constraint,09/23/2022 02:53:00 PM,09/24/2022 09:00:00 AM,09/25/2022 09:00:00 AM,125357,SGSC Storage Conditions for 9/24/2022,,SG
44,Capacity Constraint,09/22/2022 03:08:00 PM,09/23/2022 09:00:00 AM,09/24/2022 09:00:00 AM,125343,SGSC Storage Conditions for 9/23/2022,,SG
45,Capacity Constraint,09/21/2022 02:26:00 PM,09/22/2022 09:00:00 AM,09/23/2022 09:00:00 AM,125291,SGSC Storage Conditions for 9/22/2022,,SG
46,Capacity Constraint,09/20/2022 02:47:40 PM,09/21/2022 09:00:00 AM,09/22/2022 09:00:00 AM,125255,SGSC Storage Conditions for 9/21/2022,,SG
47,Capacity Constraint,09/19/2022 02:12:57 PM,09/20/2022 09:00:00 AM,09/21/2022 09:00:00 AM,125224,SGSC Storage Conditions for 9/20/2022,,SG
48,Capacity Constraint,09/18/2022 03:08:49 PM,09/19/2022 09:00:00 AM,09/20/2022 09:00:00 AM,125207,SGSC Storage Conditions for 9/19/2022,,SG
49,Capacity Constraint,09/17/2022 03:24:35 PM,09/18/2022 09:00:00 AM,09/19/2022 09:00:00 AM,125178,SGSC Storage Conditions for 9/18/2022,,SG
50,Capacity Constraint,09/16/2022 02:24:44 PM,09/17/2022 09:00:00 AM,09/18/2022 09:00:00 AM,125137,SGSC Storage Conditions for 9/17/2022,,SG
51,Capacity Constraint,09/15/2022 03:04:12 PM,09/16/2022 09:00:00 AM,09/17/2022 09:00:00 AM,125109,SGSC Storage Conditions for 9/16/2022,,SG
52,Capacity Constraint,09/14/2022 02:20:04 PM,09/15/2022 09:00:00 AM,09/16/2022 09:00:00 AM,125074,SGSC Storage Conditions for 9/15/2022,,SG
53,Capacity Constraint,09/13/2022 02:42:46 PM,09/14/2022 09:00:00 AM,09/15/2022 09:00:00 AM,125046,SGSC Storage Conditions for 9/14/2022,,SG
54,Capacity Constraint,09/12/2022 02:56:55 PM,09/13/2022 09:00:00 AM,09/14/2022 09:00:00 AM,124967,SGSC Storage Conditions for 9/13/2022,,SG
55,Computer System Status,09/12/2022 07:11:29 AM,09/12/2022 07:11:29 AM,12/11/2022 07:11:29 AM,124947,"Changes to LINK System Maintenance for the week of September 12, 2022",,SG
56,Capacity Constraint,09/11/2022 03:07:32 PM,09/12/2022 09:00:00 AM,09/13/2022 09:00:00 AM,124922,SGSC Storage Conditions for 9/12/2022,,SG
57,Capacity Constraint,09/10/2022 01:52:33 PM,09/11/2022 09:00:00 AM,09/12/2022 09:00:00 AM,124877,SGSC Storage Conditions for 9/11/2022,,SG
58,Capacity Constraint,09/09/2022 03:27:00 PM,09/10/2022 09:00:00 AM,09/11/2022 09:00:00 AM,124870,SGSC Storage Conditions for 9/10/2022,,SG
59,Capacity Constraint,09/08/2022 02:27:39 PM,09/09/2022 09:00:00 AM,09/10/2022 09:00:00 AM,124803,SGSC Storage Conditions for 9/9/2022,,SG
60,Capacity Constraint,09/07/2022 02:07:51 PM,09/08/2022 09:00:00 AM,09/09/2022 09:00:00 AM,124770,SGSC Storage Conditions for 9/8/2022,,SG
61,Capacity Constraint,09/06/2022 02:27:48 PM,09/07/2022 09:00:00 AM,09/08/2022 09:00:00 AM,124735,SGSC Storage Conditions for 9/7/2022,,SG
62,Capacity Constraint,09/05/2022 03:04:22 PM,09/06/2022 09:00:00 AM,09/07/2022 09:00:00 AM,124707,SGSC Storage Conditions for 9/6/2022,,SG
63,Capacity Constraint,09/04/2022 02:49:44 PM,09/05/2022 09:00:00 AM,09/06/2022 09:00:00 AM,124677,SGSC Storage Conditions for 9/5/2022,,SG
64,Capacity Constraint,09/03/2022 03:00:44 PM,09/04/2022 09:00:00 AM,09/05/2022 09:00:00 AM,124652,SGSC Storage Conditions for 9/4/2022,,SG
65,Capacity Constraint,09/02/2022 03:11:00 PM,09/03/2022 09:00:00 AM,09/04/2022 09:00:00 AM,124629,SGSC Storage Conditions for 9/3/2022,,SG
66,Capacity Constraint,09/01/2022 02:16:41 PM,09/02/2022 09:00:00 AM,09/03/2022 09:00:00 AM,124581,SGSC Storage Conditions for 9/2/2022,,SG
67,Computer System Status,09/01/2022 08:45:25 AM,09/01/2022 08:45:25 AM,11/30/2022 08:45:25 AM,124566,Application Maintenance on September 14,,SG
68,Capacity Constraint,08/31/2022 03:49:30 PM,09/01/2022 09:00:00 AM,09/02/2022 09:00:00 AM,124540,SGSC Storage Conditions for 9/1/2022,,SG
69,Capacity Constraint,08/30/2022 02:27:22 PM,08/31/2022 09:00:00 AM,09/01/2022 09:00:00 AM,124491,SGSC Storage Conditions for 8/31/2022,,SG
70,Capacity Constraint,08/29/2022 02:36:19 PM,08/30/2022 09:00:00 AM,08/31/2022 09:00:00 AM,124454,SGSC Storage Conditions for 8/30/2022,,SG
71,Capacity Constraint,08/28/2022 03:19:42 PM,08/29/2022 09:00:00 AM,08/30/2022 09:00:00 AM,124409,SGSC Storage Conditions for 8/29/2022,,SG
72,Capacity Constraint,08/27/2022 03:24:09 PM,08/28/2022 09:00:00 AM,08/29/2022 09:00:00 AM,124386,SGSC Storage Conditions for 8/28/2022,,SG
73,Capacity Constraint,08/26/2022 02:24:30 PM,08/27/2022 09:00:00 AM,08/28/2022 09:00:00 AM,124343,SGSC Storage Conditions for 8/27/2022,,SG
74,Capacity Constraint,08/25/2022 02:24:33 PM,08/26/2022 09:00:00 AM,08/27/2022 09:00:00 AM,124316,SGSC Storage Conditions for 8/26/2022,,SG
75,Capacity Constraint,08/24/2022 02:32:44 PM,08/25/2022 09:00:00 AM,08/26/2022 09:00:00 AM,124274,SGSC Storage Conditions for 8/25/2022,,SG
76,Capacity Constraint,08/23/2022 02:10:59 PM,08/24/2022 09:00:00 AM,08/25/2022 09:00:00 AM,124246,SGSC Storage Conditions for 8/24/2022,,SG
77,Capacity Constraint,08/22/2022 02:35:14 PM,08/23/2022 09:00:00 AM,08/24/2022 09:00:00 AM,124208,SGSC Storage Conditions for 8/23/2022,,SG
78,Capacity Constraint,08/21/2022 02:43:13 PM,08/22/2022 09:00:00 AM,08/23/2022 09:00:00 AM,124180,SGSC Storage Conditions for 8/22/2022,,SG
79,Capacity Constraint,08/20/2022 02:22:56 PM,08/21/2022 09:00:00 AM,08/22/2022 09:00:00 AM,124145,SGSC Storage Conditions for 8/21/2022,,SG
80,Capacity Constraint,08/19/2022 02:51:52 PM,08/20/2022 09:00:00 AM,08/21/2022 09:00:00 AM,124123,SGSC Storage Conditions for 8/20/2022,,SG
81,Capacity Constraint,08/18/2022 02:31:43 PM,08/19/2022 09:00:00 AM,08/20/2022 09:00:00 AM,124097,SGSC Storage Conditions for 8/19/2022,,SG
82,Computer System Status,08/18/2022 07:14:34 AM,08/18/2022 07:14:34 AM,11/16/2022 07:14:34 AM,124071,LINK System Maintenance the weekend of September 16th,,SG
83,Capacity Constraint,08/17/2022 02:46:22 PM,08/18/2022 09:00:00 AM,08/19/2022 09:00:00 AM,124038,SGSC Storage Conditions for 8/18/2022,,SG
84,Capacity Constraint,08/16/2022 02:45:36 PM,08/17/2022 09:00:00 AM,08/18/2022 09:00:00 AM,123958,SGSC Storage Conditions for 8/17/2022,,SG
85,Capacity Constraint,08/15/2022 02:17:22 PM,08/16/2022 09:00:00 AM,08/17/2022 09:00:00 AM,123927,SGSC Storage Conditions for 8/16/2022,,SG
86,Capacity Constraint,08/14/2022 02:54:33 PM,08/15/2022 09:00:00 AM,08/16/2022 09:00:00 AM,123906,SGSC Storage Conditions for 8/15/2022,,SG
87,Capacity Constraint,08/13/2022 02:54:39 PM,08/14/2022 09:00:00 AM,08/15/2022 09:00:00 AM,123879,SGSC Storage Conditions for 8/14/2022,,SG
88,Capacity Constraint,08/12/2022 03:32:01 PM,08/13/2022 09:00:00 AM,08/14/2022 09:00:00 AM,123865,SGSC Storage Conditions for 8/13/2022,,SG
89,Capacity Constraint,08/11/2022 03:15:12 PM,08/12/2022 09:00:00 AM,08/13/2022 09:00:00 AM,123832,SGSC Storage Conditions for 8/12/2022,,SG
90,Capacity Constraint,08/10/2022 03:31:00 PM,08/11/2022 09:00:00 AM,08/12/2022 09:00:00 AM,123791,SGSC Storage Conditions for 8/11/2022,,SG
91,Capacity Constraint,08/09/2022 03:30:00 PM,08/10/2022 09:00:00 AM,08/11/2022 09:00:00 AM,123746,SGSC Storage Conditions for 8/10/2022,,SG
92,Capacity Constraint,08/08/2022 02:30:50 PM,08/09/2022 09:00:00 AM,08/10/2022 09:00:00 AM,123697,SGSC Storage Conditions for 8/92022,,SG
93,Capacity Constraint,08/07/2022 03:05:28 PM,08/08/2022 09:00:00 AM,08/09/2022 09:00:00 AM,123667,SGSC Storage Conditions for 8/8/2022,,SG
94,Capacity Constraint,08/06/2022 03:30:54 PM,08/07/2022 09:00:00 AM,08/08/2022 09:00:00 AM,123648,SGSC Storage Conditions for 8/7/2022,,SG
95,Capacity Constraint,08/05/2022 03:31:47 PM,08/06/2022 09:00:00 AM,08/07/2022 09:00:00 AM,123622,SGSC Storage Conditions for 8/6/2022,,SG
96,Capacity Constraint,08/04/2022 02:28:12 PM,08/05/2022 09:00:00 AM,08/06/2022 09:00:00 AM,123578,SGSC Storage Conditions for 8/5/2022,,SG
97,Capacity Constraint,08/03/2022 02:26:26 PM,08/04/2022 09:00:00 AM,08/05/2022 09:00:00 AM,123546,SGSC Storage Conditions for 8/4/2022,,SG
0,Capacity Constraint,10/31/2022 03:54:00 PM,11/01/2022 09:00:00 AM,11/02/2022 09:00:00 AM,126909,SR Storage Conditions for 11/1/2022,,SR
1,Capacity Constraint,10/30/2022 02:30:00 PM,10/31/2022 09:00:00 AM,11/01/2022 09:00:00 AM,126845,SR Storage Conditions for 10/31/2022,,SR
2,Capacity Constraint,10/29/2022 02:30:00 PM,10/30/2022 09:00:00 AM,10/31/2022 09:00:00 AM,126811,SR Storage Conditions for 10/30/2022,,SR
3,Capacity Constraint,10/28/2022 02:51:38 PM,10/29/2022 09:00:00 AM,10/30/2022 09:00:00 AM,126784,SR Storage Conditions for 10/29/2022,,SR
4,Capacity Constraint,10/27/2022 02:26:43 PM,10/28/2022 09:00:00 AM,10/29/2022 09:00:00 AM,126745,SR Storage Conditions for 10/28/2022,,SR
5,Capacity Constraint,10/26/2022 02:23:54 PM,10/27/2022 09:00:00 AM,10/28/2022 09:00:00 AM,126701,SR Storage Conditions for 10/27/2022,,SR
6,Capacity Constraint,10/25/2022 02:35:00 PM,10/26/2022 09:00:00 AM,10/27/2022 09:00:00 AM,126654,SR Storage Conditions for 10/26/2022,,SR
7,Capacity Constraint,10/24/2022 03:03:08 PM,10/25/2022 09:00:00 AM,10/26/2022 09:00:00 AM,126616,SR Storage Conditions for 10/25/2022,,SR
8,Capacity Constraint,10/23/2022 03:22:44 PM,10/24/2022 09:00:00 AM,10/25/2022 09:00:00 AM,126581,SR Storage Conditions for 10/24/2022,,SR
9,Capacity Constraint,10/22/2022 02:15:10 PM,10/23/2022 09:00:00 AM,10/24/2022 09:00:00 AM,126533,SR Storage Conditions for 10/23/2022,,SR
10,Capacity Constraint,10/21/2022 02:30:39 PM,10/22/2022 09:00:00 AM,10/23/2022 09:00:00 AM,126501,SR Storage Conditions for 10/22/2022,,SR
11,Capacity Constraint,10/20/2022 03:46:34 PM,10/21/2022 09:00:00 AM,10/22/2022 09:00:00 AM,126475,SR Storage Conditions for 10/21/2022,,SR
12,Capacity Constraint,10/19/2022 03:17:57 PM,10/20/2022 09:00:00 AM,10/21/2022 09:00:00 AM,126433,SR Storage Conditions for 10/20/2022,,SR
13,Capacity Constraint,10/18/2022 02:47:43 PM,10/19/2022 09:00:00 AM,10/20/2022 09:00:00 AM,126385,SR Storage Conditions for 10/19/2022,,SR
14,Capacity Constraint,10/17/2022 02:22:16 PM,10/18/2022 09:00:00 AM,10/19/2022 09:00:00 AM,126330,SR Storage Conditions for 10/18/2022,,SR
15,Capacity Constraint,10/16/2022 03:03:58 PM,10/17/2022 09:00:00 AM,10/18/2022 09:00:00 AM,126301,SR Storage Conditions for 10/17/2022,,SR
16,Capacity Constraint,10/15/2022 02:32:27 PM,10/16/2022 09:00:00 AM,10/17/2022 09:00:00 AM,126267,SR Storage Conditions for 10/16/2022,,SR
17,Capacity Constraint,10/14/2022 02:50:36 PM,10/15/2022 09:00:00 AM,10/16/2022 09:00:00 AM,126236,SR Storage Conditions for 10/15/2022,,SR
18,Computer System Status,10/14/2022 10:04:50 AM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,126220,Reminder: LINK System Maintenance this weekend (October 14 to October 17),,SR
19,Capacity Constraint,10/13/2022 02:06:41 PM,10/14/2022 09:00:00 AM,10/15/2022 09:00:00 AM,126168,SR Storage Conditions for 10/14/2022,,SR
20,Capacity Constraint,10/12/2022 02:55:47 PM,10/13/2022 09:00:00 AM,10/14/2022 09:00:00 AM,126143,SR Storage Conditions for 10/13/2022,,SR
21,Capacity Constraint,10/11/2022 02:31:54 PM,10/12/2022 09:00:00 AM,10/13/2022 09:00:00 AM,126108,SR Storage Conditions for 10/12/2022,,SR
22,Capacity Constraint,10/10/2022 03:37:07 PM,10/11/2022 09:00:00 AM,10/12/2022 09:00:00 AM,126059,SR Storage Conditions for 10/11/2022,,SR
23,Capacity Constraint,10/09/2022 03:31:12 PM,10/10/2022 09:00:00 AM,10/11/2022 09:00:00 AM,126002,SR Storage Conditions for 10/10/2022,,SR
24,Capacity Constraint,10/08/2022 03:12:23 PM,10/09/2022 09:00:00 AM,10/10/2022 09:00:00 AM,125973,SR Storage Conditions for 10/9/2022,,SR
25,Capacity Constraint,10/07/2022 03:42:13 PM,10/08/2022 09:00:00 AM,10/09/2022 09:00:00 AM,125940,SR Storage Conditions for 10/8/2022,,SR
26,Capacity Constraint,10/06/2022 03:09:54 PM,10/07/2022 09:00:00 AM,10/08/2022 09:00:00 AM,125904,SR Storage Conditions for 10/7/2022,,SR
27,Computer System Status,10/06/2022 02:28:06 PM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,125883,LINK System Maintenance the weekend of October 14th,,SR
28,Capacity Constraint,10/05/2022 02:18:01 PM,10/06/2022 09:00:00 AM,10/07/2022 09:00:00 AM,125829,SR Storage Conditions for 10/6/2022,,SR
29,Capacity Constraint,10/04/2022 03:07:14 PM,10/05/2022 09:00:00 AM,10/06/2022 09:00:00 AM,125808,SR Storage Conditions for 10/5/2022,,SR
30,Computer System Status,10/04/2022 07:49:45 AM,10/05/2022 05:00:00 AM,10/05/2022 10:00:00 AM,125782,"Reminder - Application Maintenance on Wednesday October 5, 2022",,SR
31,Capacity Constraint,10/03/2022 02:11:01 PM,10/04/2022 09:00:00 AM,10/05/2022 09:00:00 AM,125740,SR Storage Conditions for 10/4/2022,,SR
32,Capacity Constraint,10/02/2022 03:25:30 PM,10/03/2022 09:00:00 AM,10/04/2022 09:00:00 AM,125717,SR Storage Conditions for 10/3/2022,,SR
33,Capacity Constraint,10/01/2022 03:24:06 PM,10/02/2022 09:00:00 AM,10/03/2022 09:00:00 AM,125689,SR Storage Conditions for 10/2/2022,,SR
34,Capacity Constraint,09/30/2022 03:34:00 PM,10/01/2022 09:00:00 AM,10/02/2022 09:00:00 AM,125651,SR Storage Conditions for 10/1/2022,,SR
35,Capacity Constraint,09/29/2022 03:04:00 PM,09/30/2022 09:00:00 AM,10/01/2022 09:00:00 AM,125620,SR Storage Conditions for 9/30/2022,,SR
36,Capacity Constraint,09/28/2022 02:13:32 PM,09/29/2022 09:00:00 AM,09/30/2022 09:00:00 AM,125561,SR Storage Conditions for 9/29/2022,,SR
37,Capacity Constraint,09/27/2022 02:25:30 PM,09/28/2022 09:00:00 AM,09/29/2022 09:00:00 AM,125525,SR Storage Conditions for 9/28/2022,,SR
38,Computer System Status,09/27/2022 01:36:32 PM,09/27/2022 01:36:32 PM,12/26/2022 01:36:32 PM,125510,"LINK Application Maintenance Postponed until October 5, 2022",,SR
39,Computer System Status,09/26/2022 03:38:32 PM,09/26/2022 03:38:32 PM,12/25/2022 03:38:32 PM,125482,"Reminder about Application Maintenance on Wednesday September 28, 2022",,SR
40,Capacity Constraint,09/26/2022 02:17:16 PM,09/27/2022 09:00:00 AM,09/28/2022 09:00:00 AM,125442,SR Storage Conditions for 9/27/2022,,SR
41,Capacity Constraint,09/25/2022 02:35:31 PM,09/26/2022 09:00:00 AM,09/27/2022 09:00:00 AM,125415,SR Storage Conditions for 9/26/2022,,SR
42,Capacity Constraint,09/24/2022 02:41:40 PM,09/25/2022 09:00:00 AM,09/26/2022 09:00:00 AM,125388,SR Storage Conditions for 9/25/2022,,SR
43,Capacity Constraint,09/23/2022 02:56:00 PM,09/24/2022 09:00:00 AM,09/25/2022 09:00:00 AM,125359,SR Storage Conditions for 9/24/2022,,SR
44,Capacity Constraint,09/22/2022 03:03:00 PM,09/23/2022 09:00:00 AM,09/24/2022 09:00:00 AM,125326,SR Storage Conditions for 9/23/2022,,SR
45,Capacity Constraint,09/21/2022 02:24:37 PM,09/22/2022 09:00:00 AM,09/23/2022 09:00:00 AM,125290,SR Storage Conditions for 9/22/2022,,SR
46,Capacity Constraint,09/20/2022 02:44:21 PM,09/21/2022 09:00:00 AM,09/22/2022 09:00:00 AM,125254,SR Storage Conditions for 9/21/2022,,SR
47,Capacity Constraint,09/19/2022 02:11:55 PM,09/20/2022 09:00:00 AM,09/21/2022 09:00:00 AM,125223,SR Storage Conditions for 9/20/2022,,SR
48,Capacity Constraint,09/18/2022 03:07:34 PM,09/19/2022 09:00:00 AM,09/20/2022 09:00:00 AM,125206,SR Storage Conditions for 9/19/2022,,SR
49,Capacity Constraint,09/17/2022 03:26:04 PM,09/18/2022 09:00:00 AM,09/19/2022 09:00:00 AM,125179,SR Storage Conditions for 9/18/2022,,SR
50,Capacity Constraint,09/16/2022 02:23:12 PM,09/17/2022 09:00:00 AM,09/18/2022 09:00:00 AM,125136,SR Storage Conditions for 9/17/2022,,SR
51,Capacity Constraint,09/15/2022 02:57:16 PM,09/16/2022 09:00:00 AM,09/17/2022 09:00:00 AM,125108,SR Storage Conditions for 9/16/2022,,SR
52,Capacity Constraint,09/14/2022 02:22:05 PM,09/15/2022 09:00:00 AM,09/16/2022 09:00:00 AM,125078,SR Storage Conditions for 9/15/2022,,SR
53,Capacity Constraint,09/13/2022 02:21:15 PM,09/14/2022 09:00:00 AM,09/15/2022 09:00:00 AM,125040,SR Storage Conditions for 9/14/2022,,SR
54,Capacity Constraint,09/12/2022 02:55:00 PM,09/13/2022 09:00:00 AM,09/14/2022 09:00:00 AM,124966,SR Storage Conditions for 9/13/2022,,SR
55,Computer System Status,09/12/2022 07:11:29 AM,09/12/2022 07:11:29 AM,12/11/2022 07:11:29 AM,124948,"Changes to LINK System Maintenance for the week of September 12, 2022",,SR
56,Capacity Constraint,09/11/2022 03:09:58 PM,09/12/2022 09:00:00 AM,09/13/2022 09:00:00 AM,124924,SR Storage Conditions for 9/12/2022,,SR
57,Capacity Constraint,09/10/2022 01:55:18 PM,09/11/2022 09:00:00 AM,09/12/2022 09:00:00 AM,124878,SR Storage Conditions for 9/11/2022,,SR
58,Capacity Constraint,09/09/2022 03:30:00 PM,09/10/2022 09:00:00 AM,09/11/2022 09:00:00 AM,124871,SR Storage Conditions for 9/10/2022,,SR
59,Capacity Constraint,09/08/2022 02:26:35 PM,09/09/2022 09:00:00 AM,09/10/2022 09:00:00 AM,124802,SR Storage Conditions for 9/9/2022,,SR
60,Capacity Constraint,09/07/2022 02:07:01 PM,09/08/2022 09:00:00 AM,09/09/2022 09:00:00 AM,124763,SR Storage Conditions for 9/8/2022,,SR
61,Capacity Constraint,09/06/2022 02:26:27 PM,09/07/2022 09:00:00 AM,09/08/2022 09:00:00 AM,124734,SR Storage Conditions for 9/7/2022,,SR
62,Capacity Constraint,09/05/2022 03:03:23 PM,09/06/2022 09:00:00 AM,09/07/2022 09:00:00 AM,124706,SR Storage Conditions for 9/6/2022,,SR
63,Capacity Constraint,09/04/2022 02:50:57 PM,09/05/2022 09:00:00 AM,09/06/2022 09:00:00 AM,124678,SR Storage Conditions for 9/5/2022,,SR
64,Capacity Constraint,09/03/2022 03:02:20 PM,09/04/2022 09:00:00 AM,09/05/2022 09:00:00 AM,124653,SR Storage Conditions for 9/4/2022,,SR
65,Capacity Constraint,09/02/2022 03:13:00 PM,09/03/2022 09:00:00 AM,09/04/2022 09:00:00 AM,124630,SR Storage Conditions for 9/3/2022,,SR
66,Capacity Constraint,09/01/2022 02:18:04 PM,09/02/2022 09:00:00 AM,09/03/2022 09:00:00 AM,124583,SR Storage Conditions for 9/2/2022,,SR
67,Computer System Status,09/01/2022 08:45:25 AM,09/01/2022 08:45:25 AM,11/30/2022 08:45:25 AM,124567,Application Maintenance on September 14,,SR
68,Capacity Constraint,08/31/2022 03:52:39 PM,09/01/2022 09:00:00 AM,09/02/2022 09:00:00 AM,124541,SR Storage Conditions for 9/1/2022,,SR
69,Capacity Constraint,08/30/2022 02:25:56 PM,08/31/2022 09:00:00 AM,09/01/2022 09:00:00 AM,124490,SR Storage Conditions for 8/31/2022,,SR
70,Capacity Constraint,08/29/2022 02:30:51 PM,08/30/2022 09:00:00 AM,08/31/2022 09:00:00 AM,124453,SR Storage Conditions for 8/30/2022,,SR
71,Capacity Constraint,08/28/2022 03:17:36 PM,08/29/2022 09:00:00 AM,08/30/2022 09:00:00 AM,124408,SR Storage Conditions for 8/29/2022,,SR
72,Capacity Constraint,08/27/2022 03:22:20 PM,08/28/2022 09:00:00 AM,08/29/2022 09:00:00 AM,124385,SR Storage Conditions for 8/28/2022,,SR
73,Capacity Constraint,08/26/2022 02:25:48 PM,08/27/2022 09:00:00 AM,08/28/2022 09:00:00 AM,124344,SR Storage Conditions for 8/27/2022,,SR
74,Capacity Constraint,08/25/2022 02:26:02 PM,08/26/2022 09:00:00 AM,08/27/2022 09:00:00 AM,124317,SR Storage Conditions for 8/26/2022,,SR
75,Capacity Constraint,08/24/2022 02:30:47 PM,08/25/2022 09:00:00 AM,08/26/2022 09:00:00 AM,124273,SR Storage Conditions for 8/25/2022,,SR
76,Capacity Constraint,08/23/2022 02:07:52 PM,08/24/2022 09:00:00 AM,08/25/2022 09:00:00 AM,124245,SR Storage Conditions for 8/24/2022,,SR
77,Capacity Constraint,08/22/2022 02:33:48 PM,08/23/2022 09:00:00 AM,08/24/2022 09:00:00 AM,124207,SR Storage Conditions for 8/23/2022,,SR
78,Capacity Constraint,08/21/2022 02:41:49 PM,08/22/2022 09:00:00 AM,08/23/2022 09:00:00 AM,124179,SR Storage Conditions for 8/22/2022,,SR
79,Capacity Constraint,08/20/2022 02:25:51 PM,08/21/2022 09:00:00 AM,08/22/2022 09:00:00 AM,124146,SR Storage Conditions for 8/21/2022,,SR
80,Capacity Constraint,08/19/2022 02:50:23 PM,08/20/2022 09:00:00 AM,08/21/2022 09:00:00 AM,124122,SR Storage Conditions for 8/20/2022,,SR
81,Capacity Constraint,08/18/2022 02:29:33 PM,08/19/2022 09:00:00 AM,08/20/2022 09:00:00 AM,124096,SR Storage Conditions for 8/19/2022,,SR
82,Computer System Status,08/18/2022 07:14:34 AM,08/18/2022 07:14:34 AM,11/16/2022 07:14:34 AM,124072,LINK System Maintenance the weekend of September 16th,,SR
83,Capacity Constraint,08/17/2022 02:50:02 PM,08/18/2022 09:00:00 AM,08/19/2022 09:00:00 AM,124039,SR Storage Conditions for 8/18/2022,,SR
84,Capacity Constraint,08/16/2022 02:43:24 PM,08/17/2022 09:00:00 AM,08/18/2022 09:00:00 AM,123957,SR Storage Conditions for 8/17/2022,,SR
85,Capacity Constraint,08/15/2022 02:19:00 PM,08/16/2022 09:00:00 AM,08/17/2022 09:00:00 AM,123928,SR Storage Conditions for 8/16/2022,,SR
86,Capacity Constraint,08/14/2022 02:53:14 PM,08/15/2022 09:00:00 AM,08/16/2022 09:00:00 AM,123905,SR Storage Conditions for 8/15/2022,,SR
87,Capacity Constraint,08/13/2022 02:53:24 PM,08/14/2022 09:00:00 AM,08/15/2022 09:00:00 AM,123878,SR Storage Conditions for 8/14/2022,,SR
